 934.909028    -1.406273    -9.233887     4.421532
 934.909722    -1.392281    -9.214813     4.429651
 934.910417    -1.406921    -9.193756     4.455461
 934.911111    -1.360237    -9.146942     4.454683
 934.911806    -1.316856    -9.125488     4.494400
 934.912500    -1.327026    -9.109131     4.547959
 934.913194    -1.313675    -9.081970     4.604306
 934.913889    -1.294563    -9.051514     4.683238
 934.914583    -1.266281    -9.014191     4.732258
 934.915278    -1.232651    -8.969727     4.760006
 934.915972    -1.225777    -8.952118     4.801210
 934.916667    -1.217949    -8.931122     4.837861
 934.917361    -1.197182    -8.912933     4.865584
 934.918056    -1.167702    -8.881073     4.897346
 934.918750    -1.127884    -8.861603     4.912008
 934.919444    -1.110680    -8.845642     4.918235
 934.920139    -1.051620    -8.837616     4.931563
 934.920833    -1.003616    -8.833252     4.940965
 934.921528    -0.960938    -8.828613     4.943133
 934.922222    -0.959511    -8.819275     4.955072
 934.922917    -0.944305    -8.802612     4.994865
 934.923611    -0.927322    -8.778870     5.002628
 934.924306    -0.886139    -8.758667     5.008767
 934.925000    -0.844101    -8.747040     5.027013
 934.925694    -0.815361    -8.736450     5.031236
 934.926389    -0.805931    -8.726624     5.044275
 934.927083    -0.778732    -8.718994     5.070105
 934.927778    -0.753822    -8.714539     5.099738
 934.928472    -0.717232    -8.718781     5.121777
 934.929167    -0.662354    -8.726501     5.137019
 934.929861    -0.625694    -8.733124     5.137181
 934.930556    -0.623840    -8.722931     5.135725
 934.931250    -0.617981    -8.699829     5.128551
 934.931944    -0.612885    -8.666412     5.127103
 934.932639    -0.603798    -8.632172     5.118291
 934.933333    -0.592064    -8.595123     5.088858
 934.934028    -0.602539    -8.567413     5.074695
 934.934722    -0.611305    -8.536499     5.069313
 934.935417    -0.600342    -8.513885     5.038875
 934.936111    -0.601845    -8.488892     5.013040
 934.936806    -0.599701    -8.469055     5.000160
 934.937500    -0.613464    -8.450958     5.004865
 934.938194    -0.590652    -8.437225     5.008229
 934.938889    -0.587120    -8.432953     5.025262
 934.939583    -0.577362    -8.436127     5.050663
 934.940278    -0.571236    -8.453461     5.068169
 934.940972    -0.560844    -8.471100     5.088711
 934.941667    -0.554764    -8.482910     5.092079
 934.942361    -0.541733    -8.492401     5.083217
 934.943056    -0.534500    -8.502289     5.066357
 934.943750    -0.529625    -8.513519     5.062876
 934.944444    -0.506279    -8.522919     5.050957
 934.945139    -0.496086    -8.548248     5.055169
 934.945833    -0.507668    -8.568451     5.043197
 934.946528    -0.541603    -8.606445     5.045926
 934.947222    -0.562637    -8.629913     5.035739
 934.947917    -0.568298    -8.645752     4.994301
 934.948611    -0.574913    -8.658142     4.956442
 934.949306    -0.595604    -8.673615     4.940816
 934.950000    -0.633720    -8.678314     4.930934
 934.950694    -0.644920    -8.676086     4.904556
 934.951389    -0.674469    -8.673523     4.877025
 934.952083    -0.698067    -8.673401     4.855213
 934.952778    -0.711800    -8.671692     4.853477
 934.953472    -0.714005    -8.674469     4.857280
 934.954167    -0.719452    -8.676819     4.876448
 934.954861    -0.705856    -8.676697     4.891248
 934.955556    -0.714012    -8.675995     4.903887
 934.956250    -0.699120    -8.681274     4.918011
 934.956944    -0.684792    -8.686096     4.917927
 934.957639    -0.656891    -8.696960     4.899362
 934.958333    -0.645943    -8.709351     4.892998
 934.959028    -0.611176    -8.718903     4.880903
 934.959722    -0.590958    -8.728760     4.841290
 934.960417    -0.581047    -8.734879     4.812290
 934.961111    -0.585213    -8.734131     4.787828
 934.961806    -0.587975    -8.737198     4.774402
 934.962500    -0.615395    -8.746140     4.770453
 934.963194    -0.651299    -8.755020     4.782855
 934.963889    -0.680775    -8.750839     4.761820
 934.964583    -0.700195    -8.742004     4.761086
 934.965278    -0.721371    -8.729172     4.786026
 934.965972    -0.717525    -8.733002     4.819237
 934.966667    -0.722450    -8.736908     4.851330
 934.967361    -0.722622    -8.763443     4.856305
 934.968056    -0.712784    -8.791138     4.868486
 934.968750    -0.687370    -8.813614     4.869115
 934.969444    -0.664970    -8.838470     4.893582
 934.970139    -0.611122    -8.858688     4.908419
 934.970833    -0.589577    -8.867203     4.918421
 934.971528    -0.583164    -8.866699     4.921860
 934.972222    -0.554810    -8.866714     4.884782
 934.972917    -0.534763    -8.850967     4.850857
 934.973611    -0.554207    -8.806808     4.874827
 934.974306    -0.566265    -8.816010     4.933727
 934.975000    -0.464520    -8.765518     4.909774
 934.975694    -0.456913    -8.744797     4.898799
 934.976389    -0.422466    -8.739227     4.876174
 934.977083    -0.386440    -8.770142     4.839107
 934.977778    -0.405254    -8.817200     4.832966
 934.978472    -0.449741    -8.844376     4.857017
 934.979167    -0.453506    -8.856750     4.881794
 934.979861    -0.485958    -8.884903     4.902834
 934.980556    -0.584927    -8.909714     4.938360
 934.981250    -0.641247    -8.925903     4.945443
 934.981944    -0.705204    -8.923553     4.949105
 934.982639    -0.768364    -8.913284     4.951571
 934.983333    -0.845333    -8.919281     4.958854
 934.984028    -0.932121    -8.929321     4.977695
 934.984722    -0.980064    -8.927383     5.011757
 934.985417    -1.011692    -8.949326     5.037834
 934.986111    -1.046501    -8.998795     5.067681
 934.986806    -1.091446    -9.051010     5.084657
 934.987500    -1.095455    -9.091263     5.106501
 934.988194    -1.106354    -9.104599     5.132220
 934.988889    -1.129398    -9.100082     5.105951
 934.989583    -1.115868    -9.097961     5.058653
 934.990278    -1.099228    -9.098328     5.039080
 934.990972    -1.084015    -9.122086     5.065254
 934.991667    -1.068027    -9.148117     5.104447
 934.992361    -1.070515    -9.173859     5.171782
 934.993056    -1.104153    -9.191727     5.212273
 934.993750    -1.107735    -9.197418     5.202608
 934.994444    -1.086987    -9.198059     5.172230
 934.995139    -1.060604    -9.205917     5.145380
 934.995833    -1.067989    -9.219986     5.126653
 934.996528    -1.093540    -9.225342     5.138450
 934.997222    -1.097347    -9.228012     5.181290
 934.997917    -1.100193    -9.224533     5.224541
 934.998611    -1.094475    -9.218613     5.206491
 934.999306    -1.096256    -9.223602     5.137486
 935.000000    -1.031540    -9.279785     5.044560
 935.000694    -1.063263    -9.219391     5.039843
 935.001389    -1.049423    -9.233261     5.053722
 935.002083    -1.051655    -9.242401     5.074015
 935.002778    -1.064320    -9.243958     5.075317
 935.003472    -1.053612    -9.233322     5.039338
 935.004167    -1.045399    -9.221375     4.982639
 935.004861    -1.028023    -9.206955     4.951034
 935.005556    -1.042109    -9.196289     4.970368
 935.006250    -1.078236    -9.180908     5.051358
 935.006944    -1.061983    -9.164154     5.118928
 935.007639    -1.024517    -9.140915     5.134834
 935.008333    -1.027872    -9.127899     5.174947
 935.009028    -0.983770    -9.107635     5.163622
 935.009722    -0.893711    -9.106094     5.112360
 935.010417    -0.913340    -9.062027     5.070858
 935.011111    -0.859734    -9.062561     5.049771
 935.011806    -0.848541    -9.038818     4.978549
 935.012500    -0.806385    -9.059753     4.954144
 935.013194    -0.770985    -9.075699     4.894301
 935.013889    -0.728174    -9.108154     4.851773
 935.014583    -0.679276    -9.139481     4.764569
 935.015278    -0.659527    -9.126190     4.736836
 935.015972    -0.615850    -9.109146     4.697092
 935.016667    -0.538488    -9.138245     4.605667
 935.017361    -0.582081    -9.130768     4.666161
 935.018056    -0.568220    -9.146973     4.741208
 935.018750    -0.612715    -9.197418     4.755828
 935.019444    -0.656797    -9.169998     4.863853
 935.020139    -0.653078    -9.176849     4.858797
 935.020833    -0.735090    -9.237305     4.828627
 935.021528    -0.794127    -9.231750     4.783068
 935.022222    -0.851776    -9.272018     4.807556
 935.022917    -0.952150    -9.297440     4.740323
 935.023611    -0.953617    -9.208099     4.699564
 935.024306    -0.969015    -9.223557     4.623187
 935.025000    -1.054817    -9.272888     4.541374
 935.025694    -1.036299    -9.274261     4.544986
 935.026389    -1.039616    -9.299988     4.518105
 935.027083    -1.038544    -9.344101     4.472602
 935.027778    -0.937363    -9.428009     4.468804
 935.028472    -0.923409    -9.528152     4.444480
 935.029167    -0.818098    -9.614014     4.414690
 935.029861    -0.842438    -9.642181     4.413920
 935.030556    -0.795548    -9.648849     4.442754
 935.031250    -0.901858    -9.646393     4.549427
 935.031944    -0.844059    -9.597656     4.530560
 935.032639    -0.849149    -9.471939     4.565331
 935.033333    -0.854943    -9.472778     4.526955
 935.034028    -0.832353    -9.440506     4.477842
 935.034722    -0.876873    -9.453613     4.547864
 935.035417    -0.887435    -9.406754     4.500520
 935.036111    -0.857224    -9.382965     4.459795
 935.036806    -0.891609    -9.433594     4.410921
 935.037500    -0.821777    -9.413101     4.374536
 935.038194    -0.804274    -9.422806     4.363209
 935.038889    -0.795484    -9.433090     4.350410
 935.039583    -0.821409    -9.398697     4.326904
 935.040278    -0.862602    -9.382294     4.329780
 935.040972    -0.892622    -9.363510     4.367952
 935.041667    -0.938106    -9.302933     4.446115
 935.042361    -0.986389    -9.316727     4.426285
 935.043056    -0.991944    -9.302872     4.231265
 935.043750    -0.986508    -9.271378     4.326525
 935.044444    -1.016002    -9.283859     4.464990
 935.045139    -1.058515    -9.283585     4.349926
 935.045833    -0.894042    -9.309708     4.140089
 935.046528    -0.858173    -9.371353     4.153857
 935.047222    -0.808767    -9.346848     3.978376
 935.047917    -0.738677    -9.360535     3.634620
 935.048611    -0.625908    -9.392639     3.446308
 935.049306    -0.768267    -9.472336     3.789619
 935.050000    -0.893804    -9.486176     4.073597
 935.050694    -0.840852    -9.534271     3.582503
 935.051389    -0.975043    -9.605804     3.854082
 935.052083    -1.066208    -9.696976     4.097890
 935.052778    -1.014279    -9.787949     3.866206
 935.053472    -0.826658    -9.756622     3.721691
 935.054167    -0.897066    -9.633759     4.122476
 935.054861    -0.606897    -9.508865     3.702766
 935.055556    -0.856804    -9.434875     4.359046
 935.056250    -0.554668    -9.442337     3.552052
 935.056944    -0.566133    -9.536469     3.424677
 935.057639    -0.717506    -9.469391     3.648103
 935.058333    -1.051427    -9.430847     4.238666
 935.059028    -0.848310    -9.463333     3.954976
 935.059722    -0.879162    -9.521744     3.691594
 935.060417    -1.034925    -9.478302     3.796352
 935.061111    -1.016221    -9.318588     3.612406
 935.061806    -0.904500    -9.375610     3.426377
 935.062500    -0.917904    -9.395615     3.729922
 935.063194    -1.077414    -9.310135     4.005865
 935.063889    -0.731281    -9.408524     3.408491
 935.064583    -0.831235    -9.350845     3.648002
 935.065278    -0.955004    -9.275940     3.713507
 935.065972    -0.632538    -9.161880     3.483304
 935.066667    -0.658620    -9.145950     3.547549
 935.067361    -0.756408    -9.065353     3.634901
 935.068056    -0.658866    -8.995926     3.545462
 935.068750    -0.669805    -8.892410     3.490451
 935.069444    -0.638966    -8.854767     3.508285
 935.070139    -0.654326    -8.752533     3.391704
 935.070833    -0.840707    -8.729401     3.359041
 935.071528    -0.825832    -8.737640     3.324152
 935.072222    -0.808985    -8.688248     3.298124
 935.072917    -0.804554    -8.671890     3.313094
 935.073611    -0.838591    -8.639679     3.309256
 935.074306    -0.887991    -8.563736     3.146352
 935.075000    -0.725414    -8.565582     3.253434
 935.075694    -0.711606    -8.581711     3.163685
 935.076389    -0.722276    -8.486679     3.159560
 935.077083    -0.611676    -8.373886     3.184602
 935.077778    -0.637527    -8.235245     3.054509
 935.078472    -0.572578    -8.109436     2.860878
 935.079167    -0.481796    -8.018051     2.878336
 935.079861    -0.439618    -7.906311     2.818039
 935.080556    -0.411505    -7.828873     2.853011
 935.081250    -0.379672    -7.780579     2.944864
 935.081944    -0.360299    -7.698608     2.925937
 935.082639    -0.332887    -7.638992     2.753185
 935.083333    -0.267555    -7.632202     2.810392
 935.084028    -0.221483    -7.695892     2.920060
 935.084722    -0.237468    -7.754791     2.961791
 935.085417    -0.341093    -7.709381     3.029331
 935.086111    -0.130684    -7.676010     2.962101
 935.086806    -0.209719    -7.645599     2.871853
 935.087500    -0.120415    -7.673981     2.811598
 935.088194    -0.321386    -7.543747     2.773786
 935.088889    -0.311647    -7.392731     2.788457
 935.089583    -0.335230    -7.165710     2.905900
 935.090278    -0.392676    -6.947784     2.853456
 935.090972    -0.483257    -6.734253     2.690299
 935.091667    -0.436246    -6.671768     2.542670
 935.092361    -0.597008    -6.463364     2.588866
 935.093056    -0.798801    -6.328522     2.641202
 935.093750    -0.872387    -6.072571     2.585212
 935.094444    -1.023167    -5.844147     2.501712
 935.095139    -1.014865    -5.667358     2.282445
 935.095833    -1.135585    -5.386414     2.319631
 935.096528    -1.166545    -5.461182     2.434406
 935.097222    -0.944780    -5.826752     2.324723
 935.097917    -0.550358    -6.348083     2.142901
 935.098611    -0.346830    -6.790192     2.219369
 935.099306    -0.374680    -6.954559     2.295777
 935.100000    -0.335214    -7.094818     2.269120
 935.100694    -0.226745    -6.934891     2.097450
 935.101389    -0.333982    -6.879013     2.116266
 935.102083    -0.526042    -6.669434     2.109636
 935.102778    -0.919820    -6.617111     2.236623
 935.103472    -1.245430    -6.480576     2.362644
 935.104167    -1.271727    -6.384262     2.364121
 935.104861    -1.062311    -6.397827     2.227418
 935.105556    -1.027135    -6.235382     2.205259
 935.106250    -0.840734    -6.147171     2.218570
